Input_dim,Hidden_dim_r,Hidden_dim_fc,Num_layers_recurrent,Num_layers_fc,Loss_tolerance,Data_demand,Dd_factor,Train_loss,Test_loss,Train_loss_distance,Test_loss_distance,Epochs,Time(s)
200,64,500,2,3,0.01,130000,13.0,0.009507874958217144,0.024961182847619057,0.009507874958217144,0.024961182847619057,18030,3111
200,64,500,2,3,0.01,150000,15.0,0.008954258635640144,0.020364105701446533,0.008954258635640144,0.020364105701446533,16909,3405
200,64,500,2,3,0.01,170000,17.0,0.00989612378180027,0.013147025369107723,0.00989612378180027,0.013147025369107723,14037,3275
200,64,500,2,3,0.01,190000,19.0,0.009861933067440987,0.01718425191938877,0.009861933067440987,0.01718425191938877,13802,3716
200,64,500,2,3,0.01,10000,1.0,0.009815845638513565,0.04332892969250679,0.009815845638513565,0.04332892969250679,13676,300
200,64,500,2,3,0.01,30000,3.0,0.008445290848612785,0.023065824061632156,0.008445290848612785,0.023065824061632156,5572,300
200,64,500,2,3,0.01,50000,5.0,0.006162584759294987,0.01088616345077753,0.006162584759294987,0.01088616345077753,8283,727
200,64,500,2,3,0.01,70000,7.0,0.007073302753269672,0.04616551846265793,0.007073302753269672,0.04616551846265793,20175,2213
200,64,500,2,3,0.01,90000,9.0,0.009571891278028488,0.01952873356640339,0.009571891278028488,0.01952873356640339,12419,1679
200,64,500,2,3,0.01,110000,11.0,0.008261322975158691,0.011158792302012444,0.008261322975158691,0.011158792302012444,12891,2105
