Input_dim,Hidden_dim_r,Hidden_dim_fc,Num_layers_recurrent,Num_layers_fc,Loss_tolerance,Data_demand,Dd_factor,Train_loss,Test_loss,Train_loss_distance,Test_loss_distance,Epochs
100,64,500,2,3,0.01,10000,1.0,0.009188143536448479,0.021522369235754013,0.09188143536448479,0.21522369980812073,8455
100,64,500,2,3,0.01,30000,3.0,0.009889946319162846,0.012036641128361225,0.09889946319162846,0.1203664094209671,10373
100,64,500,2,3,0.01,50000,5.0,0.0077272262424230576,0.02911761775612831,0.07727226242423058,0.2911761701107025,6686
100,64,500,2,3,0.01,70000,7.0,0.008577205240726471,0.03886998072266579,0.08577205240726471,0.38869979977607727,4347
100,64,500,2,3,0.01,90000,9.0,0.008340774103999138,0.006545505952090025,0.08340774103999138,0.06545505672693253,7303
100,64,500,2,3,0.01,110000,11.0,0.00919283740222454,0.017188558354973793,0.09192837402224541,0.17188557982444763,5553
100,64,500,2,3,0.01,130000,13.0,0.009543277323246002,0.027900254353880882,0.09543277323246002,0.2790025472640991,15594
100,64,500,2,3,0.01,150000,15.0,0.009706211276352406,0.010753728449344635,0.09706211276352406,0.10753728449344635,5411
100,64,500,2,3,0.01,170000,17.0,0.009957054629921913,0.00954118836671114,0.09957054629921913,0.09541188180446625,7945
100,64,500,2,3,0.01,190000,19.0,0.00999835692346096,0.012909558601677418,0.0999835692346096,0.12909558415412903,8493
100,64,500,2,3,0.01,210000,21.0,0.00842498429119587,0.01842110976576805,0.0842498429119587,0.1842111051082611,7320
100,64,500,2,3,0.01,230000,23.0,0.009323575533926487,0.01091246958822012,0.09323575533926487,0.10912469774484634,7333
100,64,500,2,3,0.01,10000,1.0,0.007900390774011612,0.022145260125398636,0.07900390774011612,0.22145259380340576,4821
100,64,500,2,3,0.01,30000,3.0,0.008693840354681015,0.013185245916247368,0.08693840354681015,0.13185246288776398,5654
100,64,500,2,3,0.01,70000,7.0,0.00874425657093525,0.01287650316953659,0.0874425657093525,0.1287650316953659,9742
300,64,500,2,3,0.005773502691896257,10000,1.0,0.005674527492374182,0.006998545955866575,0.09828569925738499,0.12121837586164474,12766,304
300,64,500,2,3,0.005773502691896257,30000,3.0,0.005709741730242968,0.008063510991632938,0.09889562774877052,0.13966411352157593,13756,777
300,64,500,2,3,0.005773502691896257,50000,5.0,0.01232445053756237,0.010835781693458557,0.2134657450642759,0.18768125772476196,100000,10629
300,64,500,2,3,0.005773502691896257,70000,7.0,0.011189566925168037,0.010642926208674908,0.19380898429083301,0.18434089422225952,100000,7508
