Input dim,Multiplier,Hidden dim,Lr,Layers r,Layers fc,Epochs,Loss,Validation loss
75,0,32,0.001,2,24,2687,0.047493815422058105,0.13703706860542297
75,0,64,0.001,2,2,3815,0.04541829973459244,0.06153775379061699
75,0,64,0.001,2,4,2424,0.04791194945573807,0.059309590607881546
75,0,64,0.001,2,6,2094,0.0494842529296875,0.059924155473709106
75,0,64,0.001,2,8,3100,0.04364815354347229,0.07381761819124222
75,0,64,0.001,2,10,1895,0.04207529127597809,0.09844566136598587
75,0,64,0.001,2,12,1962,0.04989699274301529,0.06195941939949989
75,0,64,0.001,2,14,2014,0.04715976119041443,0.06951338797807693
75,0,64,0.001,2,16,1837,0.04575640708208084,0.07080505043268204
75,0,64,0.001,2,18,1816,0.04711992293596268,0.1009858101606369
75,0,64,0.001,2,20,2577,0.04486311972141266,0.0580081082880497
75,0,64,0.001,2,22,15000,0.5727262496948242,0.5054880976676941
75,0,64,0.001,2,24,15000,0.6077916026115417,0.5312552452087402
15,2,32,0.001,2,2,1432,0.0495997779071331,0.08017434179782867
15,2,32,0.001,2,4,900,0.04338503256440163,0.06833479553461075
15,2,32,0.001,2,6,919,0.04624544829130173,0.08468758314847946
15,2,32,0.001,2,8,855,0.0484330989420414,0.16878299415111542
15,2,32,0.001,2,10,802,0.04688524827361107,0.07936467230319977
15,2,32,0.001,2,12,721,0.04722481220960617,0.048973049968481064
15,2,32,0.001,2,14,924,0.04580362141132355,0.1038275882601738
15,2,32,0.001,2,16,788,0.049223605543375015,0.06204383075237274
15,2,32,0.001,2,18,903,0.04877285659313202,0.07193641364574432
15,2,32,0.001,2,20,765,0.04783754050731659,0.07627751678228378
15,2,32,0.001,2,22,743,0.04958944022655487,0.05409489944577217
15,2,32,0.001,2,24,1400,0.04938594996929169,0.062469903379678726
15,4,64,0.001,2,2,916,0.04859186336398125,0.07350149005651474
15,4,64,0.001,2,4,748,0.04785408079624176,0.06214981898665428
15,4,64,0.001,2,6,747,0.04065784811973572,0.06999973952770233
15,4,64,0.001,2,8,615,0.04618716612458229,0.049248188734054565
15,4,64,0.001,2,10,690,0.045714039355516434,0.08202320337295532
15,4,64,0.001,2,12,592,0.048169199377298355,0.07270032912492752
15,4,64,0.001,2,14,670,0.0435868576169014,0.08731729537248611
15,4,64,0.001,2,16,615,0.04637947678565979,0.061962537467479706
15,4,64,0.001,2,18,642,0.04978283494710922,0.10270119458436966
15,4,64,0.001,2,20,750,0.04471368342638016,0.12270884215831757
15,4,64,0.001,2,22,580,0.049225691705942154,0.10799603164196014
15,4,64,0.001,2,24,15000,0.5921503305435181,0.5836415886878967
15,2,32,0.001,2,2,1743,0.04978242889046669,0.06328924000263214
15,2,32,0.001,2,4,1044,0.0479731485247612,0.05898474156856537
15,2,32,0.001,2,6,1216,0.04298437759280205,0.058737143874168396
15,2,32,0.001,2,8,825,0.048176128417253494,0.09488726407289505
15,2,32,0.001,2,10,952,0.049777593463659286,0.0835859552025795
15,2,32,0.001,2,12,948,0.044512804597616196,0.11839504539966583
15,2,32,0.001,2,14,970,0.049433499574661255,0.06446100026369095
15,2,32,0.001,2,16,733,0.04803632199764252,0.09311454743146896
15,2,32,0.001,2,18,908,0.04715452715754509,0.08198856562376022
15,2,32,0.001,2,20,834,0.049079447984695435,0.05462823063135147
15,2,32,0.001,2,22,782,0.04878097027540207,0.07413090020418167
15,2,32,0.001,2,24,954,0.047549597918987274,0.0560554601252079
15,4,64,0.001,2,2,965,0.04952946677803993,0.05925196036696434
15,4,64,0.001,2,4,589,0.049382518976926804,0.055651746690273285
15,4,64,0.001,2,6,873,0.048655495047569275,0.06665457785129547
15,4,64,0.001,2,8,541,0.04861992225050926,0.07287254184484482
15,4,64,0.001,2,10,654,0.04855509474873543,0.0751580223441124
15,4,64,0.001,2,12,646,0.0391535721719265,0.03985513374209404
15,4,64,0.001,2,14,586,0.0469704307615757,0.11859073489904404
15,4,64,0.001,2,16,561,0.04825759306550026,0.06875748932361603
15,4,64,0.001,2,18,642,0.049663469195365906,0.13121972978115082
15,4,64,0.001,2,20,686,0.04664304107427597,0.10269158333539963
15,4,64,0.001,2,22,765,0.03493201360106468,0.06900151818990707
15,4,64,0.001,2,24,2566,0.04548505321145058,0.08830932527780533
30,1,32,0.001,2,2,2868,0.04803353175520897,0.08752679079771042
30,1,32,0.001,2,4,1355,0.04326295852661133,0.12072877585887909
30,1,32,0.001,2,6,1947,0.0494924895465374,0.057263992726802826
30,1,32,0.001,2,8,1776,0.04983760789036751,0.057261109352111816
30,1,32,0.001,2,10,1227,0.04760785773396492,0.05463593453168869
30,1,32,0.001,2,12,1436,0.049888551235198975,0.07900278270244598
30,1,32,0.001,2,14,1251,0.0492355078458786,0.1431548297405243
30,1,32,0.001,2,16,1351,0.049898482859134674,0.09852299094200134
30,1,32,0.001,2,18,1093,0.04917075112462044,0.06760936230421066
30,1,32,0.001,2,20,1262,0.04866262152791023,0.059761058539152145
30,1,32,0.001,2,22,1581,0.04911749064922333,0.18206791579723358
30,1,32,0.001,2,24,1126,0.04395679384469986,0.06083400547504425
30,2,64,0.001,2,2,1342,0.047064315527677536,0.085141122341156
30,2,64,0.001,2,4,1202,0.04781920090317726,0.10428106039762497
30,2,64,0.001,2,6,902,0.046959288418293,0.08952026069164276
30,2,64,0.001,2,8,1021,0.04751063883304596,0.08582673966884613
30,2,64,0.001,2,10,957,0.047670699656009674,0.06483173370361328
30,2,64,0.001,2,12,936,0.046939998865127563,0.07199027389287949
30,2,64,0.001,2,14,899,0.04285593703389168,0.04894768074154854
30,2,64,0.001,2,16,944,0.04980859532952309,0.15910574793815613
30,2,64,0.001,2,18,927,0.04670339450240135,0.06383106857538223
30,2,64,0.001,2,20,800,0.04844815656542778,0.05828256905078888
30,2,64,0.001,2,22,780,0.04900157079100609,0.07392417639493942
30,2,64,0.001,2,24,1150,0.048499781638383865,0.0877160057425499
30,1,32,0.001,2,2,2253,0.046010591089725494,0.08213115483522415
30,1,32,0.001,2,4,1963,0.04920784756541252,0.08348167687654495
30,1,32,0.001,2,6,1600,0.04834338650107384,0.06892966479063034
30,1,32,0.001,2,8,1299,0.04893820360302925,0.09687317162752151
30,1,32,0.001,2,10,1200,0.04760279878973961,0.08087041229009628
30,1,32,0.001,2,12,990,0.04834767058491707,0.07055956870317459
30,1,32,0.001,2,14,1455,0.04837586730718613,0.08055028319358826
30,1,32,0.001,2,16,977,0.04768093675374985,0.07901457697153091
30,1,32,0.001,2,18,1123,0.045939259231090546,0.049565959721803665
30,1,32,0.001,2,20,1521,0.04828799143433571,0.06653130799531937
30,1,32,0.001,2,22,875,0.04965727776288986,0.06272561103105545
30,1,32,0.001,2,24,1193,0.04896217957139015,0.07670307159423828
30,2,64,0.001,2,2,1943,0.04375632852315903,0.06648199260234833
30,2,64,0.001,2,4,1381,0.04664960876107216,0.05395315960049629
30,2,64,0.001,2,6,1149,0.04453244432806969,0.07410775870084763
30,2,64,0.001,2,8,1051,0.04904472827911377,0.13067401945590973
30,2,64,0.001,2,10,888,0.04907688871026039,0.09664163738489151
30,2,64,0.001,2,12,1004,0.045888885855674744,0.053418826311826706
30,2,64,0.001,2,14,918,0.049743469804525375,0.16036853194236755
30,2,64,0.001,2,16,1024,0.048710983246564865,0.08495242893695831
30,2,64,0.001,2,18,1241,0.04757577180862427,0.052463747560977936
30,2,64,0.001,2,20,937,0.04995536804199219,0.12296707183122635
30,2,64,0.001,2,22,1298,0.040710948407649994,0.1847134828567505
30,2,64,0.001,2,24,15000,0.585716187953949,0.4882332682609558
45,0,32,0.001,2,2,3580,0.04569920152425766,0.06217292696237564
45,0,32,0.001,2,4,3152,0.048791415989398956,0.07148140668869019
45,0,32,0.001,2,6,2056,0.04859577864408493,0.11218319088220596
45,0,32,0.001,2,8,2338,0.049561500549316406,0.06272701919078827
45,0,32,0.001,2,10,1603,0.04539969563484192,0.08938290923833847
45,0,32,0.001,2,12,1679,0.04662667214870453,0.07147953659296036
45,0,32,0.001,2,14,1539,0.04711035639047623,0.07391223311424255
45,0,32,0.001,2,16,1598,0.042831018567085266,0.16415855288505554
45,0,32,0.001,2,18,1192,0.04975765198469162,0.07538416981697083
45,0,32,0.001,2,20,1651,0.04898146539926529,0.06379542499780655
45,0,32,0.001,2,22,1651,0.041005976498126984,0.054270051419734955
45,0,32,0.001,2,24,1323,0.04919331520795822,0.09159267693758011
45,1,64,0.001,2,2,2412,0.04372839629650116,0.09578462690114975
45,1,64,0.001,2,4,1700,0.049699753522872925,0.09582599997520447
45,1,64,0.001,2,6,1300,0.049864478409290314,0.15670880675315857
45,1,64,0.001,2,8,1622,0.04991501569747925,0.051227327436208725
45,1,64,0.001,2,10,1062,0.04972895234823227,0.11962410062551498
45,1,64,0.001,2,12,1292,0.04458826780319214,0.18277324736118317
45,1,64,0.001,2,14,1192,0.04669686406850815,0.16677945852279663
45,1,64,0.001,2,16,1453,0.04774384945631027,0.09111791849136353
45,1,64,0.001,2,18,1395,0.04673846811056137,0.05847568064928055
45,1,64,0.001,2,20,1216,0.04596118628978729,0.053055133670568466
45,1,64,0.001,2,22,1320,0.046970248222351074,0.06577210128307343
45,1,64,0.001,2,24,15000,0.4736398160457611,0.5566638112068176
45,0,32,0.001,2,2,3282,0.04900028556585312,0.12299354374408722
45,0,32,0.001,2,4,2684,0.04652556777000427,0.0959286317229271
45,0,32,0.001,2,6,2339,0.0467924103140831,0.04936886206269264
45,0,32,0.001,2,8,3014,0.04526904225349426,0.0606694258749485
45,0,32,0.001,2,10,2873,0.04674222320318222,0.13316404819488525
45,0,32,0.001,2,12,1483,0.048555225133895874,0.07131561636924744
45,0,32,0.001,2,14,2207,0.03860609978437424,0.07580975443124771
45,0,32,0.001,2,16,1684,0.047633543610572815,0.05910914018750191
45,0,32,0.001,2,18,1604,0.04615234583616257,0.05361127853393555
45,0,32,0.001,2,20,1322,0.04473641514778137,0.062977135181427
45,0,32,0.001,2,22,1259,0.04930044710636139,0.07667236030101776
45,0,32,0.001,2,24,1276,0.04930761456489563,0.08019475638866425
45,1,64,0.001,2,2,2417,0.04889409989118576,0.06724181771278381
45,1,64,0.001,2,4,1804,0.04183575510978699,0.1739412248134613
45,1,64,0.001,2,6,1358,0.04801519960165024,0.06377565115690231
45,1,64,0.001,2,8,1127,0.04990130662918091,0.1760532408952713
45,1,64,0.001,2,10,1221,0.04466111585497856,0.16279178857803345
45,1,64,0.001,2,12,1380,0.046046920120716095,0.10854251682758331
45,1,64,0.001,2,14,1248,0.04797147959470749,0.11096807569265366
45,1,64,0.001,2,16,1234,0.046870507299900055,0.08163925260305405
45,1,64,0.001,2,18,1451,0.04970814287662506,0.11213512718677521
45,1,64,0.001,2,20,1025,0.04452814906835556,0.1045285239815712
45,1,64,0.001,2,22,1673,0.04505959153175354,0.06278475373983383
45,1,64,0.001,2,24,1455,0.04634314030408859,0.07463858276605606
75,0,32,0.001,2,2,4374,0.04865283519029617,0.06373767554759979
75,0,32,0.001,2,4,3964,0.048744238913059235,0.08827661722898483
75,0,32,0.001,2,6,3118,0.0463748574256897,0.07527666538953781
75,0,32,0.001,2,8,3094,0.04882063716650009,0.10114682465791702
75,0,32,0.001,2,10,2971,0.04763690382242203,0.07527730613946915
75,0,32,0.001,2,12,3620,0.04910288006067276,0.14233118295669556
75,0,32,0.001,2,14,2486,0.04833698272705078,0.08605705201625824
75,0,32,0.001,2,16,1989,0.048553258180618286,0.08614566922187805
75,0,32,0.001,2,18,2149,0.0492253452539444,0.15223687887191772
75,0,32,0.001,2,20,2836,0.04689614474773407,0.07686004042625427
75,0,32,0.001,2,22,2482,0.04694339632987976,0.17673936486244202
75,0,32,0.001,2,24,3158,0.042821504175662994,0.15470872819423676
75,0,64,0.001,2,2,3946,0.04994065314531326,0.09623122960329056
75,0,64,0.001,2,4,2442,0.04594234377145767,0.06859046220779419
75,0,64,0.001,2,6,2361,0.048309728503227234,0.05415812507271767
75,0,64,0.001,2,8,1624,0.049650341272354126,0.1177680566906929
75,0,64,0.001,2,10,1899,0.04626527428627014,0.10875832289457321
75,0,64,0.001,2,12,1876,0.04788675904273987,0.05458752065896988
75,0,64,0.001,2,14,2499,0.04862142354249954,0.07044467329978943
75,0,64,0.001,2,16,1722,0.04724706709384918,0.13326767086982727
75,0,64,0.001,2,18,2417,0.043400757014751434,0.06977353245019913
75,0,64,0.001,2,20,1810,0.049682579934597015,0.1599217653274536
75,0,64,0.001,2,22,2360,0.04615732282400131,0.0683489516377449
75,0,64,0.001,2,24,15000,0.4941883683204651,0.5735730528831482
75,0,32,0.001,2,2,5399,0.0496140792965889,0.11767476797103882
75,0,32,0.001,2,4,3223,0.048048168420791626,0.05443437397480011
75,0,32,0.001,2,6,3043,0.048433735966682434,0.1604958325624466
75,0,32,0.001,2,8,3415,0.04918024688959122,0.07382066547870636
75,0,32,0.001,2,10,2691,0.048817284405231476,0.0783425122499466
75,0,32,0.001,2,12,2819,0.04800330102443695,0.06978560984134674
75,0,32,0.001,2,14,3567,0.0463324636220932,0.06605033576488495
75,0,32,0.001,2,16,2252,0.04871801286935806,0.06945738196372986
75,0,32,0.001,2,18,1907,0.04823853075504303,0.1911727488040924
75,0,32,0.001,2,20,2207,0.04518306255340576,0.052828989923000336
75,0,32,0.001,2,22,1925,0.04945807158946991,0.07995812594890594
75,0,32,0.001,2,24,15000,0.5984567403793335,0.550783097743988
75,0,64,0.001,2,2,6198,0.04401034861803055,0.08536514639854431
75,0,64,0.001,2,4,3074,0.04372125864028931,0.05311499163508415
75,0,64,0.001,2,6,2818,0.04912500083446503,0.13575375080108643
75,0,64,0.001,2,8,2214,0.04785063862800598,0.0584375225007534
75,0,64,0.001,2,10,2169,0.04909595102071762,0.07408321648836136
75,0,64,0.001,2,12,1865,0.04878717660903931,0.10072841495275497
75,0,64,0.001,2,14,1735,0.04718715697526932,0.058851052075624466
75,0,64,0.001,2,16,1984,0.04888305813074112,0.06980053335428238
75,0,64,0.001,2,18,1745,0.04660644382238388,0.11126317828893661
75,0,64,0.001,2,20,15000,0.5778941512107849,0.5760963559150696
75,0,64,0.001,2,22,15000,0.4795113801956177,0.5448547005653381
75,0,64,0.001,2,24,15000,0.6159547567367554,0.5281805396080017
100,0,32,0.001,2,2,8265,0.049487046897411346,0.07613909989595413
100,0,32,0.001,2,4,7616,0.04833278805017471,0.06910198926925659
100,0,32,0.001,2,6,4727,0.049824975430965424,0.07426797598600388
100,0,32,0.001,2,8,3588,0.049888744950294495,0.09729179739952087
100,0,32,0.001,2,10,3931,0.046109117567539215,0.06426797062158585
100,0,32,0.001,2,12,4506,0.04822711646556854,0.0624455027282238
100,0,32,0.001,2,14,3373,0.04779759794473648,0.06882479786872864
100,0,32,0.001,2,16,4689,0.04895838350057602,0.07669859379529953
100,0,32,0.001,2,18,2742,0.04935072362422943,0.08583801984786987
100,0,32,0.001,2,20,2499,0.04920600354671478,0.12196193635463715
100,0,32,0.001,2,22,15000,0.5675268173217773,0.5034931898117065
100,0,32,0.001,2,24,15000,0.49734359979629517,0.5006269216537476
100,0,64,0.001,2,2,9416,0.04450066387653351,0.06623832881450653
100,0,64,0.001,2,4,4460,0.04949522763490677,0.09489167481660843
100,0,64,0.001,2,6,3094,0.04994270205497742,0.13986431062221527
100,0,64,0.001,2,8,2312,0.0478946790099144,0.07443619519472122
100,0,64,0.001,2,10,2624,0.04750831425189972,0.05206935480237007
100,0,64,0.001,2,12,2312,0.04613908380270004,0.2405482679605484
100,0,64,0.001,2,14,2921,0.04947981238365173,0.14184671640396118
100,0,64,0.001,2,16,2277,0.049325279891490936,0.09992106258869171
100,0,64,0.001,2,18,2296,0.04884909838438034,0.0836566612124443
100,0,64,0.001,2,20,15000,0.5273983478546143,0.5477150678634644
100,0,64,0.001,2,22,15000,0.5908775925636292,0.6136480569839478
100,0,64,0.001,2,24,2518,0.049953073263168335,0.08986295759677887
100,0,32,0.001,2,2,6735,0.04834529012441635,0.0651206225156784
100,0,32,0.001,2,4,5067,0.049566708505153656,0.07796118408441544
100,0,32,0.001,2,6,7040,0.04934890568256378,0.0754658654332161
100,0,32,0.001,2,8,2734,0.048646487295627594,0.06323982775211334
100,0,32,0.001,2,10,3850,0.04911749064922333,0.06957569718360901
100,0,32,0.001,2,12,3022,0.049351684749126434,0.07039935141801834
100,0,32,0.001,2,14,4879,0.04984308034181595,0.06992945820093155
100,0,32,0.001,2,16,3868,0.04678628593683243,0.07677704095840454
100,0,32,0.001,2,18,3667,0.049700893461704254,0.06046843156218529
100,0,32,0.001,2,20,4061,0.049245014786720276,0.0581834651529789
100,0,32,0.001,2,22,3111,0.048287682235240936,0.06374301761388779
100,0,32,0.001,2,24,3984,0.04862269014120102,0.08370757848024368
100,0,64,0.001,2,2,5855,0.045226000249385834,0.09556575864553452
100,0,64,0.001,2,4,3249,0.048310182988643646,0.06009650602936745
100,0,64,0.001,2,6,5500,0.04597930610179901,0.08506426215171814
100,0,64,0.001,2,8,3044,0.047592371702194214,0.055122260004282
100,0,64,0.001,2,10,2669,0.04850587248802185,0.21553531289100647
100,0,64,0.001,2,12,3032,0.04751496762037277,0.06602035462856293
100,0,64,0.001,2,14,2031,0.04749368131160736,0.08437767624855042
100,0,64,0.001,2,16,2625,0.04904094338417053,0.06419337540864944
100,0,64,0.001,2,18,2647,0.04859458655118942,0.06145930662751198
