Test Loss,Theoretical Complexity,Number of Layers,Number of Parameters,Training Time (s),Input Dimensionality,Batch Size,Max Epochs,Actual Epochs,Learning Rate,Weight Decay,Train Dataset Size,Validation Dataset Size,Test Dataset Size
0.11263122409582138,1177760,6,603521,2.9117748737335205,100,64,100000,362,0.005,0.0001,100000,100,10000
0.0972159132361412,4454720,6,2282241,4.057777643203735,100,64,100000,544,0.005,0.0001,100000,100,10000
0.10916434973478317,9830880,6,5036161,7.393682479858398,100,64,100000,1019,0.005,0.0001,100000,100,10000
0.09713979065418243,17306240,6,8865281,5.974021911621094,100,64,100000,703,0.005,0.0001,100000,100,10000
0.12251713871955872,26880800,6,13769601,10.637259483337402,100,64,100000,988,0.005,0.0001,100000,100,10000
0.13203641772270203,38554560,6,19749121,17.02483081817627,100,64,100000,1181,0.005,0.0001,100000,100,10000
0.12831130623817444,52327520,6,26803841,23.527464866638184,100,64,100000,1397,0.005,0.0001,100000,100,10000
0.1450897455215454,68199680,6,34933761,19.064051151275635,100,64,100000,952,0.005,0.0001,100000,100,10000
0.126784086227417,86171040,6,44138881,59.22572660446167,100,64,100000,2517,0.005,0.0001,100000,100,10000
0.15980380773544312,106241600,6,54419201,69.62959742546082,100,64,100000,2434,0.005,0.0001,100000,100,10000
0.10755196213722229,1305760,6,667521,4.689603567123413,200,64,100000,538,0.005,0.0001,100000,100,10000
0.11000876128673553,4710720,6,2410241,4.507925748825073,200,64,100000,477,0.005,0.0001,100000,100,10000
0.1035940870642662,10214880,6,5228161,7.964185476303101,200,64,100000,875,0.005,0.0001,100000,100,10000
0.12711116671562195,17818240,6,9121281,10.604701042175293,200,64,100000,1060,0.005,0.0001,100000,100,10000
0.12412253022193909,27520800,6,14089601,16.850038766860962,200,64,100000,1387,0.005,0.0001,100000,100,10000
0.1084757074713707,39322560,6,20133121,17.221179246902466,200,64,100000,1304,0.005,0.0001,100000,100,10000
0.12319149821996689,53223520,6,27251841,27.745564937591553,200,64,100000,1754,0.005,0.0001,100000,100,10000
0.1258787363767624,69223680,6,35445761,37.731688499450684,200,64,100000,1932,0.005,0.0001,100000,100,10000
0.1513974517583847,87323040,6,44714881,67.2261323928833,200,64,100000,2753,0.005,0.0001,100000,100,10000
0.0997832641005516,107521600,6,55059201,57.75131130218506,200,64,100000,1994,0.005,0.0001,100000,100,10000
0.1008627638220787,1433760,6,731521,4.927022457122803,300,64,100000,529,0.005,0.0001,100000,100,10000
0.09905654937028885,4966720,6,2538241,9.098491668701172,300,64,100000,1015,0.005,0.0001,100000,100,10000
0.13841277360916138,10598880,6,5420161,10.029388904571533,300,64,100000,1094,0.005,0.0001,100000,100,10000
0.11169925332069397,18330240,6,9377281,16.92133665084839,300,64,100000,1663,0.005,0.0001,100000,100,10000
0.16769737005233765,28160800,6,14409601,23.46700668334961,300,64,100000,1970,0.005,0.0001,100000,100,10000
0.12451453506946564,40090560,6,20517121,28.941243886947632,300,64,100000,2015,0.005,0.0001,100000,100,10000
0.11789170652627945,54119520,6,27699841,42.091129302978516,300,64,100000,2465,0.005,0.0001,100000,100,10000
0.1151352971792221,70247680,6,35957761,66.9005753993988,300,64,100000,3305,0.005,0.0001,100000,100,10000
0.13376152515411377,88475040,6,45290881,134.61758089065552,300,64,100000,5541,0.005,0.0001,100000,100,10000
0.12589867413043976,108801600,6,55699201,194.67275214195251,300,64,100000,6673,0.005,0.0001,100000,100,10000
0.10970694571733475,1561760,6,795521,9.355988502502441,400,64,100000,1044,0.005,0.0001,100000,100,10000
0.12853096425533295,5222720,6,2666241,9.39971375465393,400,64,100000,1032,0.005,0.0001,100000,100,10000
0.13225476443767548,10982880,6,5612161,13.641369104385376,400,64,100000,1512,0.005,0.0001,100000,100,10000
0.10564224421977997,18842240,6,9633281,17.90965509414673,400,64,100000,1795,0.005,0.0001,100000,100,10000
0.12103583663702011,28800800,6,14729601,27.870462894439697,400,64,100000,2333,0.005,0.0001,100000,100,10000
0.12732499837875366,40858560,6,20901121,35.507033348083496,400,64,100000,2454,0.005,0.0001,100000,100,10000
0.15787231922149658,55015520,6,28147841,56.834386587142944,400,64,100000,3307,0.005,0.0001,100000,100,10000
0.12830393016338348,71271680,6,36469761,77.53628849983215,400,64,100000,3786,0.005,0.0001,100000,100,10000
0.12190878391265869,89627040,6,45866881,87.6042160987854,400,64,100000,3581,0.005,0.0001,100000,100,10000
0.4206237196922302,110081600,6,56339201,2354.0180761814117,400,64,100000,80382,0.005,0.0001,100000,100,10000
0.14662903547286987,1689760,6,859521,8.406900882720947,500,64,100000,928,0.005,0.0001,100000,100,10000
0.09550612419843674,5478720,6,2794241,10.797910451889038,500,64,100000,1175,0.005,0.0001,100000,100,10000
0.09941047430038452,11366880,6,5804161,14.313799142837524,500,64,100000,1560,0.005,0.0001,100000,100,10000
0.10102578997612,19354240,6,9889281,19.349117040634155,500,64,100000,1844,0.005,0.0001,100000,100,10000
0.1142783910036087,29440800,6,15049601,22.499754905700684,500,64,100000,1844,0.005,0.0001,100000,100,10000
0.13939781486988068,41626560,6,21285121,95.43618893623352,500,64,100000,6521,0.005,0.0001,100000,100,10000
0.11515707522630692,55911520,6,28595841,74.94085502624512,500,64,100000,4302,0.005,0.0001,100000,100,10000
0.18086311221122742,72295680,6,36981761,255.19012212753296,500,64,100000,12471,0.005,0.0001,100000,100,10000
