Input_dim,Hidden_dim_r,Hidden_dim_fc,Num_layers_recurrent,Num_layers_fc,Loss_tolerance,Data_demand,Dd_factor,Train_loss,Test_loss,Train_loss_distance,Test_loss_distance,Epochs,Time
100,96,750,3,3,0.01,500,5.0,0.009203781001269817,0.03094826729442829,0.09203781001269817,0.3094826729442829,3,40
100,96,750,3,3,0.01,1000,10.0,0.00774752777069807,0.03611684970271129,0.0774752777069807,0.3611684970271129,2,110
100,96,750,3,3,0.01,1500,15.0,0.0002176123671233654,0.00045884515267784876,0.002176123671233654,0.0045884515267784875,1,157
100,96,750,3,3,0.01,2000,20.0,0.006862337607890368,0.03947256980702663,0.06862337607890368,0.3947256980702663,1,301
100,96,750,3,3,0.01,500,5.0,0.009824557974934579,0.040433745401409954,0.09824557974934578,0.40433745401409954,3,35
100,96,750,3,3,0.01,1000,10.0,0.007628452870994807,0.036537825177686334,0.07628452870994806,0.36537825177686334,2,95
100,96,750,3,3,0.01,1500,15.0,0.00842895358800888,0.046731694171635,0.0842895358800888,0.46731694171635,1,127
100,96,750,3,3,0.01,500,5.0,0.009620101749897003,0.04210664021472136,0.09620101749897003,0.4210664021472136,4,93
100,96,750,3,3,0.01,1000,10.0,0.009285002760589123,0.04105635813604563,0.09285002760589123,0.4105635813604563,1,269
100,96,750,3,3,0.01,2000,20.0,0.00784809021279216,0.03852890250392449,0.0784809021279216,0.3852890250392449,1,1096
100,96,750,3,3,0.01,3000,30.0,0.007754934392869472,0.04273619149357845,0.07754934392869473,0.42736191493578446,1,935
100,96,750,3,3,0.01,3500,35.0,0.007341024465858936,0.03968033932435971,0.07341024465858936,0.3968033932435971,1,1332
