Input_dim,Hidden_dim_r,Hidden_dim_fc,Num_layers_recurrent,Num_layers_fc,Loss_tolerance,Data_demand,Dd_factor,Train_loss,Test_loss,Train_loss_distance,Test_loss_distance,Epochs,Time
25,64,500,2,3,0.01,100,1.0,0.02035698618214482,0.04958795617597225,0.02035698618214482,0.04958795617597225,21,7
25,64,500,2,3,0.01,300,3.0,0.009693006499964059,0.03991968700518975,0.009693006499964059,0.03991968700518975,13,30
25,64,500,2,3,0.01,500,5.0,0.0248690763517068,0.004662521473036554,0.0248690763517068,0.004662521473036554,2,21
25,64,500,2,3,0.01,700,7.0,0.013765777407210147,0.0006337840172002474,0.013765777407210147,0.0006337840172002474,1,30
25,64,500,2,3,0.01,900,9.0,0.015256800519897858,0.005438079570945448,0.015256800519897858,0.005438079570945448,0,32
25,64,500,2,3,0.01,1100,11.0,0.0016800059801640214,0.00015019424991362775,0.0016800059801640214,0.00015019424991362775,1,74
25,64,500,2,3,0.01,1300,13.0,0.011089516404068876,0.0004390745747607583,0.011089516404068876,0.0004390745747607583,0,67
25,64,500,2,3,0.01,1500,15.0,0.007171345932559842,0.0003037559760671754,0.007171345932559842,0.0003037559760671754,5,335
25,64,500,2,3,0.01,1700,17.0,0.01684186171776201,0.039351158847029395,0.01684186171776201,0.039351158847029395,21,1443
25,64,500,2,3,0.01,1900,19.0,0.01508014881657144,6.203429741920748e-05,0.01508014881657144,6.203429741920748e-05,0,144
25,64,500,2,3,0.01,100,1.0,0.01696059637917922,0.039094627190094725,0.01696059637917922,0.039094627190094725,23,5
25,64,500,2,3,0.01,300,3.0,0.010601283816325767,0.044756571714503646,0.010601283816325767,0.044756571714503646,9,21
25,64,500,2,3,0.01,500,5.0,0.024471350052179052,0.005574259515971136,0.024471350052179052,0.005574259515971136,1,15
25,64,500,2,3,0.01,700,7.0,0.022223553486841238,0.005152236329964721,0.022223553486841238,0.005152236329964721,0,19
25,64,500,2,3,0.01,900,9.0,0.018450863414195214,0.0026365034923984264,0.018450863414195214,0.0026365034923984264,1,50
25,64,500,2,3,0.01,1100,11.0,0.014112243144486994,0.006222463842744055,0.014112243144486994,0.006222463842744055,4,154
25,64,500,2,3,0.01,1300,13.0,0.0198952467704406,0.004197651663651833,0.0198952467704406,0.004197651663651833,0,68
25,64,500,2,3,0.01,1500,15.0,0.008761831492056874,0.0001242560999973928,0.008761831492056874,0.0001242560999973928,0,90
25,64,500,2,3,0.01,1700,17.0,0.009706144416029995,0.00016573432665795853,0.009706144416029995,0.00016573432665795853,0,115
25,64,500,2,3,0.01,1900,19.0,0.007353944678234971,3.292224799877612e-05,0.007353944678234971,3.292224799877612e-05,0,145
25,64,500,2,3,0.01,100,1.0,0.015981429662459936,0.037964323201240636,0.015981429662459936,0.037964323201240636,25,6
25,64,500,2,3,0.01,300,3.0,0.01721973761985246,0.02019967922033408,0.01721973761985246,0.02019967922033408,4,11
25,64,500,2,3,0.01,500,5.0,0.018497106428616322,0.028277179536720116,0.018497106428616322,0.028277179536720116,2,21
25,64,500,2,3,0.01,700,7.0,0.002559824198163586,0.001993880960911226,0.002559824198163586,0.001993880960911226,1,30
25,64,500,2,3,0.01,900,9.0,0.01592342008485075,0.04380722322429602,0.01592342008485075,0.04380722322429602,3,85
25,64,500,2,3,0.01,1100,11.0,0.020330643732587094,0.0010312402110475188,0.020330643732587094,0.0010312402110475188,0,48
25,64,500,2,3,0.01,1300,13.0,0.012478088330609784,0.009480074358483156,0.012478088330609784,0.009480074358483156,6,285
25,64,500,2,3,0.01,1500,15.0,0.012381509890758082,0.00017198025213870913,0.012381509890758082,0.00017198025213870913,0,89
25,64,500,2,3,0.01,1700,17.0,0.01608571651384904,0.0017217839874016743,0.01608571651384904,0.0017217839874016743,0,115
25,64,500,2,3,0.01,1900,19.0,0.0028439342210176046,7.00460550899898e-05,0.0028439342210176046,7.00460550899898e-05,1,222
25,64,500,2,3,0.01,100,1.0,0.02500597881869628,0.027778258690467246,0.02500597881869628,0.027778258690467246,15,3
25,64,500,2,3,0.01,300,3.0,0.013690193725109483,0.027232597128320962,0.013690193725109483,0.027232597128320962,14,31
25,64,500,2,3,0.01,500,5.0,0.015553423740351811,0.033213639010985695,0.015553423740351811,0.033213639010985695,3,27
25,64,500,2,3,0.01,700,7.0,0.021419603006988315,0.0031327937180415178,0.021419603006988315,0.0031327937180415178,0,20
25,64,500,2,3,0.01,900,9.0,0.025180501132054157,0.0053924587614929825,0.025180501132054157,0.0053924587614929825,0,32
25,64,500,2,3,0.01,1100,11.0,0.022237967087849263,0.0013879764420637048,0.022237967087849263,0.0013879764420637048,0,48
25,64,500,2,3,0.01,1300,13.0,0.012974563012782755,0.0002879821049879329,0.012974563012782755,0.0002879821049879329,0,67
25,64,500,2,3,0.01,1500,15.0,0.010270416121196224,0.0009510430211846072,0.010270416121196224,0.0009510430211846072,0,90
25,64,500,2,3,0.01,1700,17.0,0.008491220944233848,0.00012556176480780452,0.008491220944233848,0.00012556176480780452,0,115
25,64,500,2,3,0.01,1900,19.0,0.021723271746563654,0.005110131887098153,0.021723271746563654,0.005110131887098153,0,144
25,64,500,2,3,0.01,100,1.0,0.01308465279185046,0.049309852986763686,0.01308465279185046,0.049309852986763686,39,9
25,64,500,2,3,0.01,300,3.0,0.015240720598779076,0.03640275080807698,0.015240720598779076,0.03640275080807698,18,39
25,64,500,2,3,0.01,500,5.0,0.006495393497320131,0.0036116520521971276,0.006495393497320131,0.0036116520521971276,1,15
25,64,500,2,3,0.01,700,7.0,0.005543934284151404,0.021109989199500818,0.005543934284151404,0.021109989199500818,9,116
25,64,500,2,3,0.01,900,9.0,0.019896945526542916,0.002018359039002695,0.019896945526542916,0.002018359039002695,0,32
25,64,500,2,3,0.01,1100,11.0,0.000668602330212224,0.00041644136087061505,0.000668602330212224,0.00041644136087061505,1,75
25,64,500,2,3,0.01,1300,13.0,0.010801923617871566,0.00040153648296836764,0.010801923617871566,0.00040153648296836764,0,67
25,64,500,2,3,0.01,1500,15.0,0.000593127739091326,0.0003350705887080552,0.000593127739091326,0.0003350705887080552,1,138
25,64,500,2,3,0.01,1700,17.0,0.008329961710353016,0.00019332467229851784,0.008329961710353016,0.00019332467229851784,0,115
25,64,500,2,3,0.01,1900,19.0,0.007220062440337598,0.0002588547935234741,0.007220062440337598,0.0002588547935234741,0,146
50,64,500,2,3,0.01,100,1.0,0.0125834954281648,0.051116775625791304,0.0125834954281648,0.051116775625791304,48,11
50,64,500,2,3,0.01,300,3.0,0.008835180401177638,0.053361513054905794,0.008835180401177638,0.053361513054905794,9,21
50,64,500,2,3,0.01,500,5.0,0.015663635213023577,0.03749778544386992,0.015663635213023577,0.03749778544386992,7,49
50,64,500,2,3,0.01,700,7.0,0.009263631994252586,0.04316203556477259,0.009263631994252586,0.04316203556477259,16,193
50,64,500,2,3,0.01,900,9.0,0.018348034025794227,0.03240135450584766,0.018348034025794227,0.03240135450584766,1,50
50,64,500,2,3,0.01,1100,11.0,0.006392646618404358,0.024678855632933285,0.006392646618404358,0.024678855632933285,14,423
50,64,500,2,3,0.01,1300,13.0,0.014647988840745568,0.0003570990794777082,0.014647988840745568,0.0003570990794777082,0,67
50,64,500,2,3,0.01,1500,15.0,0.01710270854811529,0.03986848575564531,0.01710270854811529,0.03986848575564531,2,189
50,64,500,2,3,0.01,1700,17.0,0.001784513496180472,0.018300061126072437,0.001784513496180472,0.018300061126072437,11,819
50,64,500,2,3,0.01,1900,19.0,0.0068004240240913056,3.867967158536582e-05,0.0068004240240913056,3.867967158536582e-05,0,146
50,64,500,2,3,0.01,100,1.0,0.01707816277988828,0.048829636990259856,0.01707816277988828,0.048829636990259856,17,4
50,64,500,2,3,0.01,300,3.0,0.01198219591167127,0.04208836117042945,0.01198219591167127,0.04208836117042945,18,40
50,64,500,2,3,0.01,500,5.0,0.01630982042911152,0.04222972029581284,0.01630982042911152,0.04222972029581284,6,43
50,64,500,2,3,0.01,700,7.0,0.01648559419912309,0.03158320988026949,0.01648559419912309,0.03158320988026949,3,52
50,64,500,2,3,0.01,900,9.0,0.015799250568247616,0.043925323260900304,0.015799250568247616,0.043925323260900304,7,157
50,64,500,2,3,0.01,1100,11.0,0.014201356607990693,0.04917389082794006,0.014201356607990693,0.04917389082794006,5,183
