epoch,train_loss,val_loss,val_normal_loss
1,3.134467370510101,0.7405735921859741,1.5622920989990234
2,0.9508115458488464,0.28954743683338163,0.5922969778378805
3,0.7443750154972076,0.5622704267501831,1.0924023588498433
4,0.6395126104354858,0.30207752764225004,0.694168339172999
5,0.5355331516265869,0.22582905650138854,0.5656702717145284
6,0.4991407597064972,0.21548303067684174,0.4787161648273468
7,0.4507243847846985,0.12664432883262633,0.2377390911181768
8,0.4026011997461319,0.2787687093019485,0.49140838781992596
9,0.4016760718822479,0.1855327245593071,0.32449955741564435
10,0.3322818249464035,0.15504921913146974,0.28992809851964313
11,0.3085021263360977,0.10405661851167679,0.1726097067197164
12,0.31399225533008573,0.1139808902144432,0.16763812800248465
13,0.27296309113502504,0.1101758399605751,0.2328829268614451
14,0.281851082444191,0.10870452225208282,0.20780420303344727
15,0.2609988111257553,0.13888009399175644,0.27008864283561707
16,0.26302022755146026,0.11694002926349639,0.21289289991060892
17,0.27034182846546173,0.2147133779525757,0.47439080476760864
18,0.2474874359369278,0.08552118137478829,0.2049804131189982
19,0.23837127566337585,0.06919866755604744,0.14796062807242075
20,0.2137348872423172,0.08703950807452202,0.18066216011842093
21,0.22398885309696198,0.0736999024450779,0.17026530702908835
22,0.19147352784872054,0.03928773507475853,0.09311676025390625
23,0.17523203998804093,0.04067633099853993,0.07076321045557658
24,0.19167907059192657,0.03244690090417862,0.054490031053622566
25,0.1712306872010231,0.05848108783364296,0.12924267103274664
26,0.1785341027379036,0.09714985221624374,0.21997615694999695
27,0.16863709717988967,0.08521254241466522,0.17448081076145172
28,0.1793742933869362,0.03336374096572399,0.04253770659367243
29,0.17474406063556672,0.06560090690851211,0.09685643017292023
30,0.1592399775981903,0.031626676693558696,0.052409796665112175
31,0.1606006669998169,0.04199359260499477,0.06907110909620921
32,0.1493868488073349,0.03392899252474308,0.04091397300362587
33,0.14928839832544327,0.03917920626699924,0.0732837791244189
34,0.15018783897161483,0.028334184139966963,0.036492319156726204
35,0.1477166074514389,0.06691396042704582,0.15863297382990518
36,0.15102389633655547,0.05707797706127167,0.08431733399629593
