Input_dim,Hidden_dim_r,Hidden_dim_fc,Num_layers_recurrent,Num_layers_fc,Loss_tolerance,Data_demand,Dd_factor,Train_loss,Test_loss,Train_loss_distance,Test_loss_distance,Epochs
100,64,500,2,3,0.01,10000,1.0,0.007272372022271156,0.007110993377864361,0.07272372022271156,0.07110993564128876,100
200,64,500,2,3,0.01,10000,1.0,0.009566765278577805,0.009555135853588581,0.13529449205004754,0.13513003289699554,100
300,64,500,2,3,0.01,10000,1.0,0.01114547997713089,0.01124071516096592,0.19304537595132312,0.1946949064731598,100
400,64,500,2,3,0.01,10000,1.0,0.007962020114064217,0.007839502766728401,0.15924040228128433,0.15679004788398743,100
100,64,500,2,3,0.01,10000,1.0,0.008514074608683586,0.007906856946647167,0.08514074608683586,0.07906857132911682,100
200,64,500,2,3,0.01,10000,1.0,0.007380605209618807,0.007862663827836514,0.10437751985964437,0.11119485646486282,100
300,64,500,2,3,0.01,10000,1.0,0.007276306394487619,0.007409935817122459,0.1260293236669087,0.128343865275383,100
400,64,500,2,3,0.01,10000,1.0,0.009967941790819168,0.010130146518349648,0.19935883581638336,0.20260292291641235,100
100,64,500,2,3,0.01,10000,1.0,0.007191583979874849,0.007403803989291191,0.0719158397987485,0.07403804361820221,100
200,64,500,2,3,0.01,10000,1.0,0.008947396650910378,0.009044170379638672,0.12653529691649065,0.12790387868881226,100
300,64,500,2,3,0.01,10000,1.0,0.008012360893189907,0.007543261628597975,0.1387781615558287,0.13065312802791595,100
400,64,500,2,3,0.01,10000,1.0,0.007275684736669064,0.007519905921071768,0.14551369473338127,0.1503981202840805,100
100,64,500,2,3,0.01,10000,1.0,0.007013796828687191,0.008136914111673832,0.07013796828687191,0.08136913925409317,100
