Input_dim,Hidden_dim_r,Hidden_dim_fc,Num_layers_recurrent,Num_layers_fc,Loss_tolerance,Data_demand,Dd_factor,Train_loss,Test_loss,Train_loss_distance,Test_loss_distance,Epochs
800,64,500,2,3,0.01,10000,1.0,0.000340115133440122,0.0004747965431306511,0.009619908689587111,0.01342927385121584,7867
800,64,500,2,3,0.01,10000,1.0,0.0003495229466352612,0.0004597023071255535,0.009886001829843878,0.013002344407141209,9118
