epoch,train_loss,val_loss,val_normal_loss
1,10.905011177062988,4.6646504402160645,1.3502672910690308
2,10.879070281982422,4.5187482833862305,1.274261236190796
3,10.519561767578125,4.325037002563477,1.169647216796875
4,9.091339111328125,4.098602294921875,1.0563297271728516
5,8.541805267333984,3.870645046234131,0.9521438479423523
6,7.793344974517822,3.609577178955078,0.8421525359153748
7,6.482865333557129,3.325915813446045,0.7191019654273987
8,5.083230972290039,3.075016498565674,0.612949550151825
9,5.525158405303955,2.7770166397094727,0.5056432485580444
10,4.327167987823486,2.4829916954040527,0.4101230800151825
11,4.769888877868652,2.202047348022461,0.33271166682243347
12,4.081422805786133,1.973063349723816,0.282322496175766
13,3.323272228240967,1.7494323253631592,0.25115248560905457
14,3.5209169387817383,1.530987024307251,0.2440488189458847
15,2.4557628631591797,1.3477461338043213,0.26194265484809875
16,1.9179332256317139,1.170017957687378,0.3095231056213379
17,2.0462117195129395,0.9924850463867188,0.3919466435909271
18,1.8962311744689941,0.8172945976257324,0.518290638923645
19,2.142162561416626,0.7009865045547485,0.6548758745193481
20,1.4159855842590332,0.5885952115058899,0.8542783856391907
21,1.2048685550689697,0.5152524709701538,1.0309520959854126
22,1.5079681873321533,0.4532013237476349,1.2554658651351929
23,1.2320274114608765,0.4215019643306732,1.5025986433029175
24,0.8624294400215149,0.417000412940979,1.777557373046875
25,1.2529898881912231,0.42650291323661804,2.1614339351654053
26,1.532315969467163,0.45315542817115784,2.5054659843444824
27,1.2133924961090088,0.49873238801956177,2.7837541103363037
28,1.2742434740066528,0.558219850063324,3.131989002227783
29,1.8709046840667725,0.6299981474876404,3.3486106395721436
30,1.0082645416259766,0.7015172839164734,3.5540006160736084
31,0.8554188013076782,0.750410258769989,3.6221330165863037
32,1.0545921325683594,0.7936996221542358,3.756033420562744
33,0.9468044638633728,0.8726416826248169,3.9683663845062256
34,0.9483267068862915,0.8960435390472412,3.9231209754943848
35,1.4607079029083252,0.8674730062484741,3.7117958068847656
36,1.4687550067901611,0.8600107431411743,3.5959527492523193
37,1.4276046752929688,0.7955453991889954,3.432220935821533
38,1.501476526260376,0.7140459418296814,3.1360225677490234
39,1.2617335319519043,0.6950876712799072,2.963853597640991
40,1.4135210514068604,0.6404680013656616,2.762049913406372
41,1.5226409435272217,0.616352379322052,2.6496808528900146
42,1.1142895221710205,0.5950332283973694,2.4605469703674316
43,1.538100004196167,0.5807080864906311,2.3936715126037598
44,0.8054560422897339,0.5509731769561768,2.2392032146453857
45,1.0896480083465576,0.5403158664703369,2.178117036819458
46,1.1720006465911865,0.5090633630752563,1.9762026071548462
47,1.2196691036224365,0.4705270528793335,1.886200189590454
48,1.6605429649353027,0.4371510148048401,1.8269122838974
49,1.2821264266967773,0.42425185441970825,1.789637804031372
50,0.770839273929596,0.4078555405139923,1.7702516317367554
51,0.7054857015609741,0.3852412700653076,1.6987171173095703
52,1.2035728693008423,0.3893517255783081,1.773681640625
53,0.8433405160903931,0.38875052332878113,1.7834333181381226
54,0.9216798543930054,0.4065885841846466,1.833979606628418
55,0.997697114944458,0.41743630170822144,1.8332270383834839
56,0.8299480676651001,0.4418909549713135,1.9009236097335815
57,0.702438235282898,0.45975375175476074,1.9598373174667358
58,1.2111554145812988,0.46738260984420776,1.969058632850647
59,1.022560715675354,0.47832563519477844,2.069258213043213
60,1.1663568019866943,0.4975360035896301,2.125732660293579
61,0.7600846290588379,0.5060588121414185,2.13427472114563
62,0.6002317667007446,0.5231987833976746,2.20470929145813
63,0.4546471834182739,0.5245693325996399,2.2485408782958984
64,1.0953214168548584,0.5453730821609497,2.3360466957092285
65,0.9249268770217896,0.5512127876281738,2.412738561630249
66,1.2087153196334839,0.5422816276550293,2.507075071334839
67,1.085094928741455,0.5205140113830566,2.5537948608398438
68,0.9405917525291443,0.50063157081604,2.5613300800323486
69,1.4168565273284912,0.49151039123535156,2.6355748176574707
70,1.0735688209533691,0.5100844502449036,2.759056806564331
71,0.979523777961731,0.5017277002334595,2.786465883255005
72,1.250035047531128,0.5150926113128662,2.8251729011535645
73,1.1498982906341553,0.5188137888908386,2.8430168628692627
74,0.5196231603622437,0.540386438369751,2.904820680618286
75,0.8220881223678589,0.564345121383667,3.0058810710906982
76,0.8094494938850403,0.5998669266700745,3.07314395904541
77,0.8718357086181641,0.638229489326477,3.1951870918273926
78,0.675948977470398,0.6797879934310913,3.2563538551330566
79,1.5143520832061768,0.6617326736450195,3.247659683227539
80,1.0389045476913452,0.6586158275604248,3.2666306495666504
81,0.8531532883644104,0.6982152462005615,3.384381055831909
82,0.6445264220237732,0.7447825074195862,3.5672402381896973
83,1.0415563583374023,0.7636488080024719,3.6035587787628174
84,0.775941014289856,0.8088592886924744,3.7244346141815186
85,0.7578619718551636,0.8339629769325256,3.7635726928710938
86,0.9049935340881348,0.8401169776916504,3.793841600418091
87,0.9803704023361206,0.8221806883811951,3.796039342880249
88,1.1351900100708008,0.8084611296653748,3.7842400074005127
89,1.0077173709869385,0.8572125434875488,4.03311014175415
90,0.7060350775718689,0.8579594492912292,4.097793102264404
91,0.9274928569793701,0.8352842926979065,4.030166149139404
92,0.821054220199585,0.8359087705612183,3.9443917274475098
93,0.7931859493255615,0.8249228000640869,3.809736728668213
94,0.8671627044677734,0.8158368468284607,3.671675205230713
95,0.5763159394264221,0.801234781742096,3.566155195236206
96,0.6850439310073853,0.7971904277801514,3.432340383529663
97,1.0615243911743164,0.7567347288131714,3.2312819957733154
98,0.9402871131896973,0.7352063655853271,3.122339963912964
99,0.9102879762649536,0.7349274754524231,3.060666799545288
100,0.9411544799804688,0.7213867902755737,2.941171169281006
101,0.8910917043685913,0.7221348285675049,2.9436051845550537
102,0.8272983431816101,0.7065028548240662,2.940601110458374
103,0.9802453517913818,0.6653668880462646,2.873961925506592
104,0.6489992737770081,0.6329328417778015,2.8209595680236816
105,1.0375686883926392,0.5966786742210388,2.7626688480377197
106,1.1456494331359863,0.5581518411636353,2.6990506649017334
107,1.053260326385498,0.5199837684631348,2.6286885738372803
108,0.9998636245727539,0.4597846567630768,2.5381970405578613
109,0.9020945429801941,0.4290751814842224,2.544316530227661
110,0.7955895662307739,0.4003779888153076,2.5448663234710693
111,0.8140323758125305,0.35708335041999817,2.4741451740264893
112,0.6017442345619202,0.3265537619590759,2.467700719833374
113,1.0281776189804077,0.30749282240867615,2.484973192214966
114,0.5849572420120239,0.3029876947402954,2.573362350463867
115,0.9596607089042664,0.3009260296821594,2.6386024951934814
116,0.9521151781082153,0.31746506690979004,2.759298086166382
117,0.5255404114723206,0.3363844156265259,2.8779730796813965
118,0.5417730808258057,0.3501701354980469,2.949425220489502
119,0.9388070106506348,0.40874797105789185,3.148466110229492
120,0.49413055181503296,0.4521813988685608,3.3227787017822266
121,0.678550660610199,0.49921733140945435,3.3888745307922363
122,0.6521124839782715,0.5476576089859009,3.4138200283050537
123,1.162091851234436,0.6158545017242432,3.551704168319702
124,0.6523606181144714,0.649937093257904,3.553583860397339
125,0.8381304740905762,0.6838352680206299,3.652076482772827
126,0.7399933338165283,0.7021229267120361,3.6486804485321045
127,0.9769174456596375,0.7479888200759888,3.732581377029419
128,0.4733985662460327,0.7948455810546875,3.787926435470581
129,0.5940794348716736,0.8413659334182739,3.834491014480591
130,0.7923066020011902,0.8520584106445312,3.8601956367492676
131,0.7914579510688782,0.9047857522964478,4.002494812011719
132,0.5988360643386841,0.9150573015213013,3.9717109203338623
133,0.6906931400299072,0.9327950477600098,4.000524044036865
134,0.785408079624176,0.9494504332542419,4.079329967498779
135,1.0367510318756104,0.9440568089485168,4.081096649169922
136,0.7630653381347656,0.9221706390380859,4.028011322021484
137,0.7683805227279663,0.9228976964950562,4.004876613616943
138,0.999261736869812,0.8876035809516907,3.9281044006347656
139,0.8305861949920654,0.853157639503479,3.829756498336792
140,0.5323526859283447,0.8136054277420044,3.7050607204437256
141,0.9712508320808411,0.7841964364051819,3.6170308589935303
142,1.0038464069366455,0.7669581174850464,3.5690267086029053
143,0.7663863897323608,0.7690660357475281,3.5603644847869873
144,0.7947227954864502,0.7453094720840454,3.4122893810272217
145,0.8496886491775513,0.7415566444396973,3.3754563331604004
146,0.44425779581069946,0.7067062854766846,3.2438933849334717
147,0.7319513559341431,0.6626564264297485,3.0892767906188965
148,0.8843047618865967,0.63585364818573,2.977182149887085
149,0.6608997583389282,0.6069392561912537,2.885488748550415
150,1.000611662864685,0.5755788087844849,2.773123264312744
151,1.0528539419174194,0.547683835029602,2.632169723510742
152,0.8793892860412598,0.5236541628837585,2.501878499984741
153,0.8761285543441772,0.506953775882721,2.428666830062866
154,0.5669946670532227,0.5053128004074097,2.4278218746185303
155,0.7182731628417969,0.4997834861278534,2.4190194606781006
156,0.8562047481536865,0.48928454518318176,2.415024518966675
157,0.7076083421707153,0.47655630111694336,2.4254767894744873
158,0.9995643496513367,0.46715956926345825,2.4725606441497803
159,0.8550567626953125,0.46772128343582153,2.5497632026672363
160,0.7132333517074585,0.46220850944519043,2.5770041942596436
161,0.6058114767074585,0.4710603356361389,2.6980843544006348
162,0.7126172780990601,0.47385168075561523,2.7654807567596436
163,0.5118128061294556,0.4665248692035675,2.8285634517669678
164,1.0285037755966187,0.4694254994392395,2.926398992538452
165,0.8366256356239319,0.4621397852897644,2.9816882610321045
166,0.7620518207550049,0.4344162940979004,2.9620683193206787
167,0.580703854560852,0.4104432761669159,2.9471218585968018
168,0.7978413105010986,0.38990771770477295,2.946826696395874
169,0.5227500200271606,0.3879546523094177,2.9650516510009766
170,0.7161669731140137,0.37955594062805176,2.9971492290496826
171,0.5237070322036743,0.36989593505859375,2.978705644607544
172,0.7569802403450012,0.3536781668663025,2.9081923961639404
173,0.6760318279266357,0.33834052085876465,2.7713310718536377
174,0.7346534729003906,0.3293168544769287,2.6904683113098145
175,0.6239898204803467,0.3339557647705078,2.6140522956848145
176,0.5932070016860962,0.3395993113517761,2.553269863128662
177,0.6628701686859131,0.35188695788383484,2.4829013347625732
178,0.5782445669174194,0.35700899362564087,2.3920676708221436
179,0.49948590993881226,0.37243974208831787,2.35630202293396
180,0.8274581432342529,0.38094526529312134,2.310926914215088
181,0.5408366918563843,0.4008136987686157,2.29465651512146
182,1.0395925045013428,0.42353734374046326,2.2941668033599854
183,0.5069520473480225,0.4329593777656555,2.2823448181152344
184,0.5887922048568726,0.45186886191368103,2.2503671646118164
185,1.0047203302383423,0.47845542430877686,2.2382290363311768
186,0.7322863936424255,0.5034081935882568,2.333225965499878
187,0.5392469167709351,0.5259652137756348,2.4150543212890625
188,0.6689587235450745,0.5512833595275879,2.502798557281494
189,0.739953339099884,0.567437469959259,2.557168960571289
190,0.5015073418617249,0.5934703350067139,2.6384732723236084
191,0.576511025428772,0.6002331972122192,2.710921049118042
192,0.32849621772766113,0.5863114595413208,2.699558973312378
193,0.8376680016517639,0.5781068801879883,2.72857928276062
194,0.7333682179450989,0.5703108310699463,2.6853203773498535
195,0.6682267785072327,0.5741657614707947,2.6444027423858643
196,0.5627985596656799,0.5686299800872803,2.608680486679077
